id,title,fen,player_color,mode,mate_in,plan,level_tier,level_thresholds,score_rules,created_at,updated_at,training_category,training_section,training_lesson_title
15115,Pawn on the 4th rank,8/8/k7/4K3/2P5/8/8/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,Key Squares
15116,Pawn on the 5th rank,3k4/8/8/1KP5/8/8/8/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,Key Squares
15117,Pawn on the 6th rank,2k5/8/1KP5/8/8/8/8/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,Key Squares
15118,Knight pawn on the 6th exception #1,k7/2K5/8/1P6/8/8/8/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,Key Squares
15119,Knight pawn on the 6th exception #2,6k1/8/6K1/6P1/8/8/8/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,Key Squares
15120,Pawn on the 7th rank,8/1kP1K3/8/8/8/8/8/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,Key Squares
15121,Rook pawn #1,8/4k3/6K1/7P/8/8/8/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,Key Squares
15122,Rook pawn #2,8/8/8/8/pk6/8/3K4/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,Key Squares
15123,Any key square by any route,5k2/8/8/8/8/2P5/8/3K4 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,Key Squares
15124,Direct Opposition #1,8/2k5/8/8/2PK4/8/8/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,Opposition
15125,Direct Opposition #2,8/8/8/4p3/4k3/8/8/4K3 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,Opposition
15126,Direct Opposition #3,8/4k3/8/8/2P1K3/8/8/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,Opposition
15127,Direct Opposition #4,8/8/7k/8/1p6/7K/2P5/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,Opposition
15128,Direct Opposition #5,8/4R2n/4K1pk/6p1/7P/8/8/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,Opposition
15129,Distant Opposition #1,8/8/8/5kp1/8/8/8/6K1 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,Opposition
15130,Distant Opposition #2,4k3/8/8/1p5p/1P5P/8/8/4K3 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,Opposition
15131,As a means to an end,8/8/4k3/8/2PK4/8/8/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,Opposition
15132,Exercise: Queen in front = Win,7K/8/Q7/8/8/6k1/5p2/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,7th-Rank Rook Pawn
15133,Not a Bishop or Rook pawn = Win,7K/8/1Q6/8/8/8/3kp3/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,7th-Rank Rook Pawn
15134,Exercise: d-pawn = Win,7K/8/1Q6/8/8/8/3pk3/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,7th-Rank Rook Pawn
15135,Exercise: b-pawn = Win,7K/8/1Q6/8/8/8/1pk5/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,7th-Rank Rook Pawn
15136,"Rook pawn, no King assistance = Draw",8/1K6/P7/8/3q4/8/8/7k w - - 0 1,white,hold_draw,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,7th-Rank Rook Pawn
15137,"Bishop pawn, no King assistance = Draw",7K/8/4Q3/8/8/8/2p5/1k6 w - - 0 1,white,hold_draw,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,7th-Rank Rook Pawn
15138,"Rook pawn, King assistance on short side = Win",8/8/8/K7/2Q5/8/p7/1k6 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,7th-Rank Rook Pawn
15139,"Rook pawn, King assistance on long side = Win",8/8/8/8/2QK4/8/p7/1k6 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,7th-Rank Rook Pawn
15140,"Bishop pawn, defending King on long side, King assistance on short side = Win",8/8/8/1K6/4Q3/8/2pk4/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,7th-Rank Rook Pawn
15141,"Bishop pawn, defending King on long side, King assistance on long side = Win",8/8/Q7/8/6K1/8/2pk4/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,7th-Rank Rook Pawn
15142,"Bishop pawn, defending King on short side, King assistance on short side = Win",8/4Q3/8/8/K7/8/1kp5/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,7th-Rank Rook Pawn
15143,"Bishop pawn, defending King on short side, King assistance on long side = Win",8/4Q3/8/8/8/8/1kp5/4K3 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Pawn Endgames,7th-Rank Rook Pawn
15144,King on f7,R7/P4k2/8/8/8/r7/6K1/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,7th-Rank Rook Pawn
15145,King on g7,R7/P5k1/8/8/8/r7/6K1/8 b - - 0 1,black,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,7th-Rank Rook Pawn
15146,"King on g7, extra g-pawn",R7/P5k1/8/8/8/r5P1/6K1/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,7th-Rank Rook Pawn
15147,"King on g7, extra b-f pawn",R7/P5k1/8/8/8/r4P2/6K1/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,7th-Rank Rook Pawn
15148,"Exercise: King on g7, extra c-pawn",R7/P5k1/8/8/8/r1PK4/8/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,7th-Rank Rook Pawn
15149,"Exercise: King on g7, 2 vs 1 on the King-side",R7/P5k1/6p1/8/5P1P/8/r7/6K1 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,7th-Rank Rook Pawn
15150,"Hochstrasser - Papa, 2012: Forcing an f-pawn",R7/8/P5k1/5pp1/8/5PKP/r7/8 w - - 1 56,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,7th-Rank Rook Pawn
15151,"Bartholomew - Thaler, 2012: Trading into a winning 4v4 pawn endgame",R7/P6k/5pp1/4p2p/4P2P/5P2/r5PK/8 w - - 1 43,white,gain_piece,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,7th-Rank Rook Pawn
15152,"Spassky - Torre, 1982: Forcing an e-pawn",R7/P5pk/5p2/4p2p/4P2P/5P2/6PK/r7 w - - 3 46,white,gain_piece,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,7th-Rank Rook Pawn
15153,Lucena - The Bridge,6K1/4k1P1/8/8/8/7r/8/5R2 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Basic Rook Endgames
15154,Lucena - Alternative Wins,5K2/3k1P2/8/8/8/8/6r1/4R3 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Basic Rook Endgames
15155,Reaching the Lucena I,8/4k3/8/6P1/6K1/8/7r/5R2 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Basic Rook Endgames
15156,Reaching the Lucena II,8/6R1/8/5K2/1k6/r3P3/8/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Basic Rook Endgames
15157,Philidor Position,1r2k3/R7/8/4PK2/8/8/8/8 b - - 0 1,black,hold_draw,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Basic Rook Endgames
15158,Avoiding the Philidor,4k3/7R/8/3KP1r1/8/8/8/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Basic Rook Endgames
15159,Don't Place the Cart Before the Horse!,2r3k1/4Rp1p/6p1/8/P7/6P1/5P1P/6K1 w - - 0 1,white,gain_piece,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Basic Rook Endgames
15160,Put Your Opponent's Cart Before their Horse,2R5/5pk1/8/8/8/7P/p5PK/r7 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Basic Rook Endgames
15161,Rook vs Pawn: Cutting off the King,6K1/6R1/2k5/1p6/8/8/8/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Basic Rook Endgames
15162,Rook vs Pawn Draw,8/1R6/8/8/8/p2K4/1k6/8 b - - 0 1,black,hold_draw,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Basic Rook Endgames
15163,Vancura Position,R7/6k1/P4r2/3K4/8/8/8/8 b - - 0 1,black,hold_draw,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Intermediate Rook Endings
15164,Long Side Defense,r7/3RK1k1/4P3/8/8/8/8/8 b - - 0 1,black,hold_draw,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Intermediate Rook Endings
15165,Frontal Defense,2r5/8/4k3/8/1P6/1K1R4/8/8 b - - 0 1,black,hold_draw,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Intermediate Rook Endings
15166,When the Frontal Defense doesn't work,2r5/8/5k2/8/2P5/2K5/8/4R3 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Intermediate Rook Endings
15167,Back Rank Defense,R7/8/8/6p1/8/7k/1r6/6K1 w - - 0 1,white,hold_draw,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Intermediate Rook Endings
15168,When the Back Rank Defense doesn't work,8/8/8/8/8/5pk1/1r6/2R3K1 b Q - 0 1,black,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Intermediate Rook Endings
15169,Rook and Rook Pawn versus Rook,K7/P4k2/8/8/8/8/4R3/1r6 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Intermediate Rook Endings
15170,Holding Against a Rook Pawn,K7/P3k3/8/8/8/8/3R4/1r6 b - - 0 1,black,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Intermediate Rook Endings
15171,Advanced Philidor,4k3/7R/8/3KPr2/8/8/8/8 b - - 0 1,black,hold_draw,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Intermediate Rook Endings
15172,Making Use of the Umbrella,5k2/1R6/5P2/6p1/r5K1/8/8/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Intermediate Rook Endings
15173,A Position From Dvoretsky,8/8/8/3K4/8/p7/7R/1k6 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Intermediate Rook Endings
15174,Rook versus Two Pawns,1k6/8/7P/5KP1/8/8/8/7r w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Intermediate Rook Endings
15175,Outflanking,8/4K3/8/3k4/3p4/8/8/3R4 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Intermediate Rook Endings
15176,A study by Saavedra,8/8/1KP5/3r4/8/8/8/k7 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Intermediate Rook Endings
15177,A Tricky Resource,8/8/2R5/4K1k1/8/pp6/8/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Intermediate Rook Endings
15178,3 vs 2 - Same Side,5r1k/1R5p/6p1/8/8/6P1/5P1P/5K2 b - - 0 1,black,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Practical Rook Endings
15179,4 vs 3 - Same Side,8/5pkp/4p1p1/8/3r4/4R1P1/5PKP/8 w - - 0 1,white,gain_piece,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Practical Rook Endings
15180,4 vs 3 - RP Active Rook,8/5pk1/5rpp/8/P2R3P/6P1/5PK1/8 w - - 0 1,white,gain_piece,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Practical Rook Endings
15181,4 vs 3 - RP Passive Rook,R7/P4pk1/6pp/8/5P1P/r7/6PK/8 b - - 0 1,black,gain_piece,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Practical Rook Endings
15182,5 vs 4 - RP Passive Rook,R7/P5k1/3K1p1p/4p1pP/4P1P1/5P2/8/r7 w - - 0 1,white,gain_piece,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Practical Rook Endings
15183,4 vs 4 - A trick,6k1/1R3p2/5Ppp/4P3/p7/7P/2r3P1/6K1 w - - 0 1,white,gain_piece,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Practical Rook Endings
15184,R2p vs R - Central Pawns,8/7r/5k2/4p3/4Kp2/8/8/6R1 b - - 0 1,black,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Practical Rook Endings
15185,R2p vs R - g & h-pawns,8/8/r6k/6RP/4K1P1/8/8/8 w - - 0 1,white,mate,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Practical Rook Endings
15186,R2p vs R - Stalemate Trick,8/8/8/2r4k/6p1/1R4Kp/8/8 w - - 0 1,white,hold_draw,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Practical Rook Endings
15187,Kasparian's Draw,8/6k1/8/8/7p/1R4p1/2r5/6K1 w - - 0 1,white,hold_draw,,,all,,,5/11/2026 7:17,5/11/2026 7:17,Pattern Recognition,Rook Endgames,Practical Rook Endings
